mean,iTitleList,priceList,cNum,median,links,itemCount,cTitle
10.266666666666667,"[['naruto', 'ultimate', 'ninja', '2', '10750'], ['naruto', 'ultimate', 'ninja', '2'], ['naruto', 'ultimate', 'ninja', '2'], ['naruto', 'ultimate', 'ninja', '2'], ['naruto', 'ultimate', 'ninja', '2', 'ps', 'ii'], ['naruto', 'ultimate', 'ninja', '2']]",[ 8.5 10.  10.  18.   4.  11.1],42,10.0,"['https://www.huuto.net/kohteet/naruto-ultimate-ninja-2----ps2--10750/520103507', 'https://www.huuto.net/kohteet/ps2--naruto-ultimate-ninja-2---cib/523315875', 'https://www.huuto.net/kohteet/naruto--ultimate-ninja-2-ps2/526133656', 'https://www.huuto.net/kohteet/ps2-naruto-ultimate-ninja-2-uusi/524736163', 'https://www.huuto.net/kohteet/naruto---ultimate-ninja-2--ps-ii-peli-/521698979', 'https://www.huuto.net/kohteet/naruto-ultimate-ninja-2-ps2-uusi/525573725']",6,"['naruto', 'ultimate', 'ninja', '2', '10750', 'ps', 'ii']"
6.015853658536586,"[['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['–', 'singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat', 'legendat'], ['playstation', '2', 'singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['ps', '2', 'singstar', 'legendat', 'pal'], ['singstar', 'legendat', 'playstation', '2', 'sf'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['singstar', 'legendat'], ['playstation', '2', 'singstar', 'legendat'], ['singstar', 'legendat']]","[ 4.5   5.    8.    8.    6.    5.95  6.95  6.    7.95  4.5  14.9   6.5
  2.    8.    3.    5.    7.    3.8   8.    6.    5.    4.   10.    1.5
  5.    6.9   7.    8.    9.    5.    6.    5.95  1.    8.    4.    5.
 10.    6.95  1.5   7.    2.8 ]",43,6.0,"['https://www.huuto.net/kohteet/ps2-singstar---legendat/520814801', 'https://www.huuto.net/kohteet/ps2-singstar---legendat/520690069', 'https://www.huuto.net/kohteet/ps2--singstar-legendat/523574215', 'https://www.huuto.net/kohteet/singstar-legendat-ps2/520796297', 'https://www.huuto.net/kohteet/singstar-legendat/524767656', 'https://www.huuto.net/kohteet/singstar-legendat-ps2-ale--40/521058980', 'https://www.huuto.net/kohteet/singstar-legendat-ps2--40/521058544', 'https://www.huuto.net/kohteet/ps2-singstar-legendat-cib/524993945', 'https://www.huuto.net/kohteet/ps2-singstar-legendat/524637530', 'https://www.huuto.net/kohteet/singstar---legendat-ps2/524795517', 'https://www.huuto.net/kohteet/singstar-legendat-ps2-peli/521993308', 'https://www.huuto.net/kohteet/ps2-singstar-legendat-cib/525032237', 'https://www.huuto.net/kohteet/ps2-singstar-legendat/521474759', 'https://www.huuto.net/kohteet/singstar-legendat-ps2/524814840', 'https://www.huuto.net/kohteet/singstar--legendat-ps2-cib/523443030', 'https://www.huuto.net/kohteet/ps2--singstar-legendat/525344971', 'https://www.huuto.net/kohteet/singstar-legendat-ps2/525567618', 'https://www.huuto.net/kohteet/singstar-legendat-ps2/525724138', 'https://www.huuto.net/kohteet/singstar-legendat-ps2/526107256', 'https://www.huuto.net/kohteet/singstar-legendat/525813597', 'https://www.huuto.net/kohteet/singstar-legendat/526217302', 'https://www.huuto.net/kohteet/ps2-singstar-legendat/525614017', 'https://www.huuto.net/kohteet/ps2-singstar-legendat-cib/525254346', 'https://www.huuto.net/kohteet/ps2-singstar-legendat/521189635', 'https://www.huuto.net/kohteet/ps2-singstar---legendat-uudenveroinen/526277071', 'https://www.huuto.net/kohteet/singstar-legendat-suomi-legendat/526052913', 'https://www.huuto.net/kohteet/playstation-2-peli-singstar-legendat/526072392', 'https://www.huuto.net/kohteet/singstar-legendat-ps2/523755879', 'https://www.huuto.net/kohteet/ps2-singstar-legendat-cib/525625820', 'https://www.huuto.net/kohteet/singstar-legendat/526310504', 'https://www.huuto.net/kohteet/singstar-legendat-ps2/526308994', 'https://www.huuto.net/kohteet/singstar-legendat-ps2/521878631', 'https://www.huuto.net/kohteet/singstar---legendat----ps2/525982103', 'https://www.huuto.net/kohteet/singstar-legendat-ps2/524007643', 'https://www.huuto.net/kohteet/ps-2-singstar-legendat-cib-pal-ei-hv/526342900', 'https://www.huuto.net/kohteet/singstar-legendat-playstation-2---sf-ohjeet/520890141', 'https://www.huuto.net/kohteet/ps2-singstar-legendat-cib/526330990', 'https://www.huuto.net/kohteet/singstar-legendat-ps2/519847150', 'https://www.huuto.net/kohteet/ps2-singstar-legendat/519943374', 'https://www.huuto.net/kohteet/playstation-2-peli-singstar-legendat/526377445', 'https://www.huuto.net/kohteet/singstar-legendat-ps2/526068650']",41,"['singstar', 'legendat', '–', 'playstation', '2', 'ps', 'pal', 'sf']"
5.205882352941177,"[['singstar', 'pop', 'hits'], ['singstar', 'pop', 'hits'], ['singstar', 'pop', 'hits'], ['singstar', 'pop', 'hits'], ['singstar', 'pop', 'hits'], ['singstar', 'pop', 'hits'], ['singstar', 'pop', 'hits'], ['singstar', 'pop', 'hits'], ['singstar', 'pop', 'hits'], ['singstar', 'pop', 'hits'], ['singstar', 'pop', 'hits'], ['singstar', 'pop', 'hits'], ['singstar', 'pop', 'hits'], ['singstar', 'pop', 'hits', '11691'], ['ps', '2', 'singstar', 'pop', 'hits', 'pal'], ['singstar', 'pop', 'hits'], ['singstar', 'pop', 'hits']]","[7.   6.   6.   5.   4.   6.   5.8  3.   5.   5.   4.5  4.   5.75 5.
 4.   5.5  6.95]",44,5.0,"['https://www.huuto.net/kohteet/ps2-singstar---pop-hits-uudenveroinen/521989325', 'https://www.huuto.net/kohteet/singstar-pop-hits/524763864', 'https://www.huuto.net/kohteet/singstar-pop-hits/524591201', 'https://www.huuto.net/kohteet/ps2-singstar---pop-hits-uudenveroinen/525436169', 'https://www.huuto.net/kohteet/singstar--pop-hits-ps2-cib/523443217', 'https://www.huuto.net/kohteet/ps2--singstar-pop-hits-takuutoimiva/522466787', 'https://www.huuto.net/kohteet/singstar-pop-hits--ps2/526068106', 'https://www.huuto.net/kohteet/ps2-singstar-pop-hits/524096899', 'https://www.huuto.net/kohteet/ps2-singstar---pop-hits-uudenveroinen/526152226', 'https://www.huuto.net/kohteet/ps2-singstar---pop-hits-uudenveroinen/525770981', 'https://www.huuto.net/kohteet/ps2-singstar---pop-hits/522038227', 'https://www.huuto.net/kohteet/ps2-singstar-pop-hits/526258316', 'https://www.huuto.net/kohteet/singstar-pop-hits-ps2/521879471', 'https://www.huuto.net/kohteet/singstar-pop-hits-----ps2--11691/524159958', 'https://www.huuto.net/kohteet/ps-2-singstar-pop-hits-cib-pal-ei-hv/526335529', 'https://www.huuto.net/kohteet/ps2-singstar-pop-hits/526336129', 'https://www.huuto.net/kohteet/uusi-ps2--singstar-pop-hits/522844159']",17,"['singstar', 'pop', 'hits', '11691', 'ps', '2', 'pal']"
4.294444444444444,"[['da', 'vinci', 'code'], ['da', 'vinci', 'code'], ['da', 'vinci', 'code'], ['da', 'vinci', 'code', '200'], ['da', 'vinci', 'code'], ['da', 'vinci', 'code'], ['da', 'vinci', 'code'], ['da', 'vinci', 'code'], ['da', 'vinci', 'code'], ['da', 'vinci', 'code'], ['da', 'vinci', 'code'], ['da', 'vinci', 'code', '454'], ['da', 'vinci', 'code'], ['da', 'vinci', 'code'], ['ps', '2', 'da', 'vinci', 'code', 'pal'], ['da', 'vinci', 'code'], ['da', 'vinci', 'code'], ['da', 'vinci', 'code']]",[5.  5.  5.  2.  5.5 4.5 5.  5.  5.  3.5 5.  2.  3.  5.  3.  5.  5.  3.8],45,5.0,"['https://www.huuto.net/kohteet/ps2-the-da-vinci-code-uudenveroinen/521488259', 'https://www.huuto.net/kohteet/ps2-the-da-vinci-code/522626244', 'https://www.huuto.net/kohteet/ps2-the-da-vinci-code/524459425', 'https://www.huuto.net/kohteet/the-da-vinci-code---cib---ps2-200/522991759', 'https://www.huuto.net/kohteet/ps2-the-da-vinci-code-uudenveroinen/524390679', 'https://www.huuto.net/kohteet/ps2-the-da-vinci-code-cib/525437534', 'https://www.huuto.net/kohteet/da-vinci-code-ps2/525315979', 'https://www.huuto.net/kohteet/da-vinci-code-ps2/523566325', 'https://www.huuto.net/kohteet/da-vinci-code-ps2/523834222', 'https://www.huuto.net/kohteet/the-da-vinci-code-ps2-peli/524062378', 'https://www.huuto.net/kohteet/da-vinci-code-ps2/523730839', 'https://www.huuto.net/kohteet/the-da-vinci-code---cib---ps2-454/524386010', 'https://www.huuto.net/kohteet/the-da-vinci-code-ps2/526221134', 'https://www.huuto.net/kohteet/da-vinci-code-ps2/520872839', 'https://www.huuto.net/kohteet/ps-2-the-da-vinci-code-cib-pal-ei-hv/525511078', 'https://www.huuto.net/kohteet/da-vinci-code-ps2/525821387', 'https://www.huuto.net/kohteet/da-vinci-code-ps2/525190597', 'https://www.huuto.net/kohteet/the-da-vinci-code-ps2/526354051']",18,"['da', 'vinci', 'code', '200', '454', 'ps', '2', 'pal']"
5.997727272727272,"[['karvinen', '2'], ['karvinen', '2'], ['karvinen', '2'], ['karvinen', '2', '250'], ['karvinen', '2'], ['karvinen', '2', 'puhe', '229'], ['karvinen', '2'], ['karvinen', '2'], ['karvinen', '2'], ['karvinen', '2'], ['karvinen', '2', '11263'], ['karvinen', '2'], ['karvinen', '2'], ['karvinen', '2'], ['karvinen', '2'], ['ps', '2', 'karvinen', '2', 'b', 'pal'], ['karvinen', '2'], ['karvinen', '2'], ['karvinen', '2'], ['karvinen', '2'], ['karvinen', '2'], ['karvinen', '2']]","[ 5.   10.   10.    2.    4.    4.95 10.    5.8  10.   10.    6.5  10.
  2.7   2.    6.    2.   10.   10.    5.    1.    3.    2.  ]",46,5.4,"['https://www.huuto.net/kohteet/ps2--karvinen-2/521257526', 'https://www.huuto.net/kohteet/karvinen-2-ps2-puhumme-suomea/522639477', 'https://www.huuto.net/kohteet/karvinen-2-ps2-puhumme-suomea/524357835', 'https://www.huuto.net/kohteet/karvinen-2---cib---ps2-250/524875243', 'https://www.huuto.net/kohteet/karvinen-2/524985855', 'https://www.huuto.net/kohteet/ps2-karvinen-2-peli-suomi-puhe-229/524998867', 'https://www.huuto.net/kohteet/karvinen-2-ps2-puhumme-suomea/523695238', 'https://www.huuto.net/kohteet/karvinen-2--ps2--suomi-peli/525767487', 'https://www.huuto.net/kohteet/karvinen-2-ps2-puhumme-suomea/525431569', 'https://www.huuto.net/kohteet/karvinen-2-ps2-puhumme-suomea/525049859', 'https://www.huuto.net/kohteet/karvinen-2----ps2--11263/524291633', 'https://www.huuto.net/kohteet/karvinen-2-ps2-puhumme-suomea/523592274', 'https://www.huuto.net/kohteet/ps2-sis-ohjeet-karvinen-2/523961080', 'https://www.huuto.net/kohteet/karvinen-2-ps2-suomi/525790333', 'https://www.huuto.net/kohteet/ps2-karvinen-2/523239228', 'https://www.huuto.net/kohteet/ps-2-karvinen-2-b-pal/525900660', 'https://www.huuto.net/kohteet/karvinen-2-ps2-puhumme-suomea/525869610', 'https://www.huuto.net/kohteet/karvinen-2-ps2-puhumme-suomea/522514625', 'https://www.huuto.net/kohteet/ps2-karvinen-2/526269262', 'https://www.huuto.net/kohteet/ps2-karvinen-2/523423813', 'https://www.huuto.net/kohteet/karvinen-2--ps2-peli/526329653', 'https://www.huuto.net/kohteet/karvinen-2/525734803']",22,"['karvinen', '2', '250', 'puhe', '229', '11263', 'ps', 'b', 'pal']"
5.635294117647058,"[['mercenaries', '2', 'world', 'flames'], ['mercenaries', '2', 'world', 'flames'], ['mercenaries', '2', 'world', 'flames'], ['mercenaries', '2', 'world', 'flames', '6605'], ['mercenaries', '2', 'world', 'flames'], ['mercenaries', '2', 'world', 'flames', 'hyvä'], ['mercenaries', '2', 'world', 'flames', '463'], ['mercenaries', '2', 'world', 'flames'], ['mercenaries', '2', 'world', 'flames'], ['mercenaries', '2', 'world', 'flames'], ['mercenaries', '2', 'world', 'flames'], ['ps', '2', 'mercenaries', '2', 'world', 'flames', 'b', 'pal'], ['mercenaries', '2', 'world', 'flames'], ['mercenaries', '2', 'world', 'flames'], ['mercenaries', '2', 'world', 'flames'], ['mercenaries', '2', 'world', 'flames'], ['mercenaries', '2', 'world', 'flames']]","[ 8.   5.5  5.5  4.5  8.   2.   3.   5.   5.   5.5  2.   3.   4.  15.
 10.   8.   1.8]",47,5.0,"['https://www.huuto.net/kohteet/mercenaries-2---world-in-flames-ps2/520158624', 'https://www.huuto.net/kohteet/ps2-mercenaries-2---world-in-flames/521255817', 'https://www.huuto.net/kohteet/ps2-mercenaries-2-world-in-flames-uudenveroinen/521790909', 'https://www.huuto.net/kohteet/mercenaries-2---world-in-flames--ps2--6605/522357555', 'https://www.huuto.net/kohteet/mercenaries-2---world-in-flames-ps2/521655845', 'https://www.huuto.net/kohteet/mercenaries-2-world-in-flames-ps2-cib--hyva-kunto/520608579', 'https://www.huuto.net/kohteet/mercenaries-2---world-in-flames---cib---ps2-463/524388314', 'https://www.huuto.net/kohteet/ps2-mercenaries-2---world-in-flames-uudenveroinen/525198962', 'https://www.huuto.net/kohteet/ps2-mercenaries-2---world-in-flames-uudenveroinen/525198184', 'https://www.huuto.net/kohteet/ps2-mercenaries-2---world-in-flames-uudenveroinen/522626993', 'https://www.huuto.net/kohteet/ps2-mercenaries-2-world-in-flames/523617357', 'https://www.huuto.net/kohteet/ps-2-mercenaries-2-world-in-flames-b-pal/525725031', 'https://www.huuto.net/kohteet/mercenaries-2-world-in-flames-ps2/525794036', 'https://www.huuto.net/kohteet/ps2-mercenaries-2-world-in-flames-nib-uusi/525923816', 'https://www.huuto.net/kohteet/mercenaries-2-world-in-flames-ps2/525558987', 'https://www.huuto.net/kohteet/mercenaries-2---world-in-flames-ps2/524751042', 'https://www.huuto.net/kohteet/mercenaries-2-world-in-flames-ps2/525684614']",17,"['mercenaries', '2', 'world', 'flames', '6605', 'hyvä', '463', 'ps', 'b', 'pal']"
11.215384615384616,"[['london', 'racer', 'ii'], ['kingdom', 'hearts', 'ii'], ['kingdom', 'hearts', 'ii', '2', 'pal'], ['kingdom', 'hearts', 'ii'], ['kessen', '2'], ['pacific', 'warriors', 'ii'], ['kingdom', 'hearts', 'ii'], ['kessen', '2', 'ii'], ['kingdom', 'hearts', 'ii'], ['kingdom', 'hearts', 'ii'], ['kingdom', 'hearts', 'ii'], ['blade', 'ii'], ['kingdom', 'hearts', 'ii', '2', '492']]",[ 5.  16.  20.  16.   5.   4.8 20.  22.   6.   7.  12.   8.   4. ],48,8.0,"['https://www.huuto.net/kohteet/london-racer-ii-ps2/523616274', 'https://www.huuto.net/kohteet/kingdom-hearts-ii-ps2/524239807', 'https://www.huuto.net/kohteet/kingdom-hearts-ii-2-ps2-pal-cib/522454223', 'https://www.huuto.net/kohteet/kingdom-hearts-ii-ps2/522451858', 'https://www.huuto.net/kohteet/kessen-2--ps2/522917085', 'https://www.huuto.net/kohteet/pacific-warriors-ii-ps2/525688961', 'https://www.huuto.net/kohteet/kingdom-hearts-ii---ps2/525685242', 'https://www.huuto.net/kohteet/ps2--kessen-2-ii/520439066', 'https://www.huuto.net/kohteet/kingdom-hearts-ii-ps2/526238797', 'https://www.huuto.net/kohteet/ps2-kingdom-hearts-ii/525516696', 'https://www.huuto.net/kohteet/kingdom-hearts-ii-ps2/526314590', 'https://www.huuto.net/kohteet/blade-ii-ps2/526353425', 'https://www.huuto.net/kohteet/kingdom-hearts-ii-2---cib---ps2-492/526372390']",13,"['london', 'racer', 'ii', 'kingdom', 'hearts', '2', 'pal', 'kessen', 'pacific', 'warriors', 'blade', '492']"
7.333333333333333,"[['ford', 'street', 'racing'], ['ford', 'street', 'racing'], ['ford', 'street', 'racing'], ['ford', 'street', 'racing'], ['noble', 'racing'], ['ford', 'street', 'racing']]",[7. 8. 8. 8. 5. 8.],49,8.0,"['https://www.huuto.net/kohteet/ford-street-racing-ps2/523519704', 'https://www.huuto.net/kohteet/ford-street-racing-ps2/524302932', 'https://www.huuto.net/kohteet/ford-street-racing-ps2/524655336', 'https://www.huuto.net/kohteet/ford-street-racing-ps2/525328662', 'https://www.huuto.net/kohteet/noble-racing-ps2/523977935', 'https://www.huuto.net/kohteet/ford-street-racing-ps2/526213443']",6,"['ford', 'street', 'racing', 'noble']"
12.890909090909092,"[['harry', 'potter', 'and', 'prisoner', 'azkaban'], ['harry', 'potter', 'and', 'prisoner', 'azkaban'], ['harry', 'potter', 'and', 'prisoner', 'azkaban'], ['harry', 'potter', 'and', 'prisoner', 'azkaban'], ['harry', 'potter', 'and', 'prisoner', 'azkaban'], ['harry', 'potter', 'and', 'prisoner', 'azkaban'], ['harry', 'potter', 'and', 'prisoner', 'azkaban'], ['harry', 'potter', 'and', 'prisoner', 'azkaban'], ['harry', 'potter', 'and', 'prisoner', 'azkaban'], ['harry', 'potter', 'and', 'prisoner', 'azkaban'], ['harry', 'potter', 'and', 'prisoner', 'azkaban']]",[17.  15.  15.  15.  15.  10.   6.   6.  15.  25.   2.8],50,15.0,"['https://www.huuto.net/kohteet/harry-potter-and-the-prisoner-of-azkaban-ps2-suomijulkaisu/525020923', 'https://www.huuto.net/kohteet/harry-potter-and-the-prisoner-of-azkaban-ps2-suomijulkaisu/522317890', 'https://www.huuto.net/kohteet/harry-potter-and-the-prisoner-of-azkaban-ps2-suomijulkaisu/520167219', 'https://www.huuto.net/kohteet/harry-potter-and-the-prisoner-of-azkaban-ps2-suomijulkaisu/524394969', 'https://www.huuto.net/kohteet/harry-potter-and-the-prisoner-of-azkaban-ps2-suomijulkaisu/524185165', 'https://www.huuto.net/kohteet/harry-potter-and-the-prisoner-of-azkaban-ps2/526287381', 'https://www.huuto.net/kohteet/ps2-harry-potter-and-the-prisoner-of-azkaban/525995266', 'https://www.huuto.net/kohteet/ps2-harry-potter-and-the-prisoner-of-azkaban/525995266', 'https://www.huuto.net/kohteet/harry-potter-and-the-prisoner-of-azkaban-ps2-suomijulkaisu/525831113', 'https://www.huuto.net/kohteet/harry-potter-and-the-prisoner-of-azkaban-suomi-cib-ps2/525764329', 'https://www.huuto.net/kohteet/harry-potter-and-the-prisoner-of-azkaban-ps2/525613776']",11,"['harry', 'potter', 'and', 'prisoner', 'azkaban']"
6.002000000000001,"[['singstar', 'suomirock'], ['singstar', 'suomirock'], ['singstar', 'suomirock'], ['singstar', 'suomirock'], ['singstar', 'suomirock'], ['singstar', 'suomirock'], ['singstar', 'suomirock'], ['singstar', 'suomirock'], ['singstar', 'suomirock', '11936'], ['singstar', 'suomirock'], ['ps', '2', 'singstar', 'suomirock', 'pal'], ['singstar', 'suomirock'], ['singstar', 'suomirock'], ['singstar', 'suomirock'], ['singstar', 'suomirock'], ['singstar', 'suomirock'], ['singstar', 'suomirock'], ['singstar', 'suomirock'], ['singstar', 'suomirock'], ['ps', '2', 'singstar', 'suomirock', 'l', 'pal'], ['singstar', 'suomirock'], ['singstar', 'suomirock'], ['singstar', 'suomirock'], ['singstar', 'suomirock'], ['singstar', 'suomirock']]","[ 3.    6.    7.    6.   12.    6.    6.    5.95  5.5   8.    3.    3.8
  8.    7.    8.    2.8   8.    1.5   6.    1.    8.    8.   10.    8.
  1.5 ]",51,6.0,"['https://www.huuto.net/kohteet/singstar-suomirock-ps2/524432120', 'https://www.huuto.net/kohteet/singstar-suomirock/524767519', 'https://www.huuto.net/kohteet/singstar-suomirock/524762311', 'https://www.huuto.net/kohteet/singstar-suomirock/524762253', 'https://www.huuto.net/kohteet/ps2--singstar-suomirock-takuutoimiva/522466578', 'https://www.huuto.net/kohteet/singstar-suomirock/524905446', 'https://www.huuto.net/kohteet/singstar-suomirock/524985604', 'https://www.huuto.net/kohteet/singstar-suomirock-ps2/521878488', 'https://www.huuto.net/kohteet/singstar-suomirock----ps2--11936/522232720', 'https://www.huuto.net/kohteet/singstar-suomirock-ps2/524735312', 'https://www.huuto.net/kohteet/ps-2-singstar-suomirock-cib-pal-ei-hv/525513937', 'https://www.huuto.net/kohteet/singstar-suomirock-ps2/525724177', 'https://www.huuto.net/kohteet/singstar-suomirock-ps2/526044582', 'https://www.huuto.net/kohteet/singstar-suomirock-ps2/525726668', 'https://www.huuto.net/kohteet/singstar-suomirock-ps2/522894311', 'https://www.huuto.net/kohteet/singstar-suomirock-ps2/526158220', 'https://www.huuto.net/kohteet/ps2-singstar-suomirock-cib/526171541', 'https://www.huuto.net/kohteet/ps2-singstar-suomirock/526195518', 'https://www.huuto.net/kohteet/singstar-suomirock/525813543', 'https://www.huuto.net/kohteet/ps-2-singstar-suomirock-l-pal/526280765', 'https://www.huuto.net/kohteet/singstar-suomirock-ps2/520796357', 'https://www.huuto.net/kohteet/singstar-suomirock-ps2/523849876', 'https://www.huuto.net/kohteet/ps2-singstar-suomirock-cib/525669851', 'https://www.huuto.net/kohteet/ps2-singstar-suomirock-cib/525669755', 'https://www.huuto.net/kohteet/ps2-singstar-suomirock/526195578']",25,"['singstar', 'suomirock', '11936', 'ps', '2', 'pal', 'l']"
5.864705882352941,"[['gun'], ['gun'], ['gun'], ['gun'], ['gun'], ['gun'], ['gun', 'k18'], ['gun'], ['gun'], ['gun'], ['gun', '12199'], ['gun'], ['gun'], ['gun'], ['gun'], ['ps', '2', 'gun'], ['gun', '2']]","[ 8.   5.   9.   4.8  5.   3.2  5.1 10.   3.8  5.   5.   9.   8.   9.
  1.8  3.   5. ]",52,5.0,"['https://www.huuto.net/kohteet/gun-ps2/524619464', 'https://www.huuto.net/kohteet/ps2-gun-uudenveroinen/523204545', 'https://www.huuto.net/kohteet/gun-ps2/525329418', 'https://www.huuto.net/kohteet/gun--ps2/525764948', 'https://www.huuto.net/kohteet/ps2-gun-uudenveroinen/522627025', 'https://www.huuto.net/kohteet/ps2-gun-cib/526160016', 'https://www.huuto.net/kohteet/gun-ps2-cib-k18/525714468', 'https://www.huuto.net/kohteet/ps2-gun/526154462', 'https://www.huuto.net/kohteet/gun--ps2/525764298', 'https://www.huuto.net/kohteet/ps2-gun/521488557', 'https://www.huuto.net/kohteet/gun----ps2--12199/523209604', 'https://www.huuto.net/kohteet/gun-ps2/523518849', 'https://www.huuto.net/kohteet/gun-ps2/525830897', 'https://www.huuto.net/kohteet/gun-ps2/523727411', 'https://www.huuto.net/kohteet/gun-ps2/526349478', 'https://www.huuto.net/kohteet/ps-2--gun/526020838', 'https://www.huuto.net/kohteet/gun-2-ps2/526371134']",17,"['gun', 'k18', '12199', 'ps', '2']"
4.475,"[['james', 'bond', '007', 'everything', 'nothing', 'platinum'], ['james', 'bond', '007', 'everything', 'nothing', 'platinum']]",[2.95 6.  ],53,4.475,"['https://www.huuto.net/kohteet/james-bond-007-everything-or-nothing-platinum-ps2-ale/521379232', 'https://www.huuto.net/kohteet/james-bond-007-everything-or-nothing-platinum-ps2/526260987']",2,"['james', 'bond', '007', 'everything', 'nothing', 'platinum']"
4.825,"[['splinter', 'cell', 'chaos', 'theory'], ['ps', '2', 'splinter', 'cell', 'chaos', 'theory', 'pal'], ['tom', 'clancys', 'splinter', 'cell', 'chaos', 'theory'], ['splinter', 'cell', 'chaos', 'theory'], ['tom', 'clancys', 'splinter', 'cell', 'chaos', 'theory'], ['splinter', 'cell', 'chaos', 'theory']]",[1.95 4.   5.   7.   5.   6.  ],54,5.0,"['https://www.huuto.net/kohteet/splinter-cell-chaos-theory-ps2-ale--40/521058331', 'https://www.huuto.net/kohteet/ps-2-splinter-cell-chaos-theory-cib-pal-ei-hv/525511170', 'https://www.huuto.net/kohteet/ps2-tom-clancys---splinter-cell---chaos-theory/525200083', 'https://www.huuto.net/kohteet/ps2--splinter-cell-chaos-theory-cib/525706638', 'https://www.huuto.net/kohteet/ps2-tom-clancys---splinter-cell---chaos-theory/525200097', 'https://www.huuto.net/kohteet/ps2--splinter-cell-chaos-theory/523574068']",6,"['splinter', 'cell', 'chaos', 'theory', 'ps', '2', 'pal', 'tom', 'clancys']"
4.514285714285714,"[['50', 'cent', 'bulletproof'], ['50', 'cent', 'bulletproof'], ['50', 'cent', 'bulletproof'], ['50', 'cent', 'bulletproof'], ['50', 'cent', 'bulletproof', 'platinum'], ['50', 'cent', 'bulletproof'], ['50', 'cent', 'bulletproof'], ['50', 'cent', 'bulletproof'], ['50', 'cent', 'bulletproof'], ['50', 'cent', 'bulletproof'], ['50cent', 'bulletproof'], ['ps', '2', '50', 'cent', 'bulletproof', 'b', 'pal'], ['50', 'cent', 'bulletproof'], ['50', 'cent', 'bulletproof']]",[2.35 8.   8.   8.   5.5  3.35 2.95 1.8  4.   2.35 4.9  3.   2.   7.  ],55,3.675,"['https://www.huuto.net/kohteet/50-cent-bulletproof-ps2-ale--40/521059475', 'https://www.huuto.net/kohteet/50-cent---bulletproof-ps2/521819212', 'https://www.huuto.net/kohteet/50-cent---bulletproof-ps2/524152576', 'https://www.huuto.net/kohteet/50-cent---bulletproof-ps2/524713970', 'https://www.huuto.net/kohteet/ps2-50-cent-bulletproof-platinumuudenveroinen/523025639', 'https://www.huuto.net/kohteet/50-cent-bulletproof-ps2-ale--40/521058546', 'https://www.huuto.net/kohteet/50-cent-bulletproof-ps2-ale--40/521058963', 'https://www.huuto.net/kohteet/50-cent-bulletproof-ps2/525614086', 'https://www.huuto.net/kohteet/50-cent-bulletproof---ps2/525740537', 'https://www.huuto.net/kohteet/50-cent-bulletproof-ps2-ale--40/521611991', 'https://www.huuto.net/kohteet/50cent-bulletproof-ps2-peli/521076673', 'https://www.huuto.net/kohteet/ps-2-50-cent-bulletproof-b-pal-ei-hv/526335473', 'https://www.huuto.net/kohteet/ps2-sis-ohjeet-50-cent-bulletproof/523961072', 'https://www.huuto.net/kohteet/50-cent-bulletproof-ps2/525622210']",14,"['50', 'cent', 'bulletproof', 'platinum', '50cent', 'ps', '2', 'b', 'pal']"
