mean,iTitleList,priceList,cNum,median,links,itemCount,cTitle
5.25,"[['socom', '3', 'u', 's', 'navy', 'seals'], ['socom', '3', 'u', 's', 'navy', 'seals'], ['socom', '3', 'u', 's', 'navy', 'seals'], ['socom', '3', 'u', 's', 'navy', 'seals', 'combine', 'assault'], ['socom', '3', 'u', 's', 'navy', 'seals', 'platinum'], ['socom', '3', 'u', 's', 'navy', 'seals'], ['socom', '3', 'u', 's', 'navy', 'seals', 'platinum', '10724'], ['ps', '2', 'socom', '3', 'u', 's', 'navy', 'seals', 'pal']]",[8. 5. 5. 5. 5. 5. 5. 4.],227,5.0,"['https://www.huuto.net/kohteet/socom-3-us-navy-seals-ps2-suomijulkaisu/521246804', 'https://www.huuto.net/kohteet/socom-3---us-navy-seals---ps2/521960191', 'https://www.huuto.net/kohteet/ps2-socom-3---us-navy-seals-uudenveroinen/522681716', 'https://www.huuto.net/kohteet/ps2-socom-3---us-navy-seals---combine-assault/522681684', 'https://www.huuto.net/kohteet/ps2-socom-3---us-navy-seals-platinum/525199281', 'https://www.huuto.net/kohteet/ps2--socom-3-us-navy-seals/526181762', 'https://www.huuto.net/kohteet/socom-3-us-navy-seals--platinum---ps2--10724/526208789', 'https://www.huuto.net/kohteet/ps-2-socom-3-us-navy-seals-cib-pal-ei-hv/526334024']",8,"['socom', '3', 'u', 's', 'navy', 'seals', 'combine', 'assault', 'platinum', '10724', 'ps', '2', 'pal']"
9.9,"[['ps', '2', 'vegas', 'casino', '2', 'p', 'o', 's', 't', 'i', 'k', 'u', 'l', 'u', 't']]",[9.9],228,9.9,['https://www.huuto.net/kohteet/ps-2--peli-vegas-casino-2-sisp-o-s-t-i-k-u-l-u-t-/523160576'],1,"['ps', '2', 'vegas', 'casino', 'p', 'o', 's', 't', 'i', 'k', 'u', 'l']"
6.56,"[['autot'], ['autot'], ['autot'], ['autot'], ['autot']]",[ 9.   2.8 10.  10.   1. ],229,9.0,"['https://www.huuto.net/kohteet/autot-ps2-suomijulkaisu/524998171', 'https://www.huuto.net/kohteet/autot--ps2/525783667', 'https://www.huuto.net/kohteet/autot-ps2-suomijulkaisu/522546821', 'https://www.huuto.net/kohteet/autot-ps2-suomijulkaisu/522156812', 'https://www.huuto.net/kohteet/ps2-autot/526258382']",5,['autot']
3.8000000000000003,"[['crazy', 'frog', 'racer', '2'], ['crazy', 'frog', 'racer', '2'], ['crazy', 'frog', 'racer', '2'], ['crazy', 'frog', 'racer', '2'], ['crazy', 'frog', 'racer', '2'], ['crazy', 'frog', 'racer', '2']]",[5.  5.  5.  1.8 5.  1. ],230,5.0,"['https://www.huuto.net/kohteet/crazy-frog-racer-2-ps2/521294075', 'https://www.huuto.net/kohteet/crazy-frog-racer-2-ps2/524672039', 'https://www.huuto.net/kohteet/crazy-frog-racer-2-ps2/520857766', 'https://www.huuto.net/kohteet/crazy-frog-racer-2-ps2/525619762', 'https://www.huuto.net/kohteet/crazy-frog-racer-2-ps2-peli/525929118', 'https://www.huuto.net/kohteet/ps2-crazy-frog-racer-2/526194363']",6,"['crazy', 'frog', 'racer', '2']"
9.363636363636363,"[['dynasty', 'warriors', '2'], ['dynasty', 'warriors', '2'], ['dynasty', 'warriors', '2'], ['dynasty', 'warriors', '2'], ['dynasty', 'warriors', '2'], ['dynasty', 'warriors', '2'], ['dynasty', 'warriors', '2'], ['dynasty', 'warriors', '2'], ['dynasty', 'warriors', '2'], ['dynasty', 'warriors', '2'], ['dynasty', 'warriors', '2']]",[10. 11. 11. 11. 11. 11.  3. 10. 11. 11.  3.],231,11.0,"['https://www.huuto.net/kohteet/dynasty-warriors-2-ps2/521293884', 'https://www.huuto.net/kohteet/dynasty-warriors-2-ps2/520123739', 'https://www.huuto.net/kohteet/dynasty-warriors-2-ps2/524224088', 'https://www.huuto.net/kohteet/dynasty-warriors-2-ps2/524809993', 'https://www.huuto.net/kohteet/dynasty-warriors-2-ps2/524981614', 'https://www.huuto.net/kohteet/dynasty-warriors-2-ps2/525117286', 'https://www.huuto.net/kohteet/dynasty-warriors-2/524695159', 'https://www.huuto.net/kohteet/ps2-sis-ohjeet-dynasty-warriors-2/521906788', 'https://www.huuto.net/kohteet/dynasty-warriors-2-ps2/521795955', 'https://www.huuto.net/kohteet/dynasty-warriors-2-ps2/524707243', 'https://www.huuto.net/kohteet/dynasty-warriors-2/526377760']",11,"['dynasty', 'warriors', '2']"
3.3375,"[['moto', 'gp', '30'], ['moto', 'gp', '2'], ['moto', 'gp', '07'], ['moto', 'gp']]",[2.35 3.   5.   3.  ],232,3.0,"['https://www.huuto.net/kohteet/moto-gp-ps2--30-ale--40/521058340', 'https://www.huuto.net/kohteet/moto-gp-2-ps2/523726200', 'https://www.huuto.net/kohteet/moto-gp-07-ps2-suomijulkaisu/523583477', 'https://www.huuto.net/kohteet/ps2-peli-moto-gp/520345188']",4,"['moto', 'gp', '30', '2', '07']"
4.875,"[['tom', 'clancy', 's', 'ghost', 'recon', 'advanced', 'warfighter'], ['tom', 'clancy', 's', 'ghost', 'recon', 'advanced', 'warfighter', '136'], ['tom', 'clancy', 's', 'ghost', 'recon', 'advanced'], ['tom', 'clancy', 's', 'ghost', 'recon', 'advanced', 'warfighter']]",[4.  2.5 5.  8. ],233,4.5,"['https://www.huuto.net/kohteet/ps2-tom-clancys---ghost-recon---advanced-warfighter/524460985', 'https://www.huuto.net/kohteet/tom-clancys-ghost-recon-advanced-warfighter---cib--ps2136/523761181', 'https://www.huuto.net/kohteet/ps2-tom-clancys---ghost-recon---advanced--uudenveroinen/525437000', 'https://www.huuto.net/kohteet/tom-clancys-ghost-recon-advanced-warfighter-ps2/526081797']",4,"['tom', 'clancy', 's', 'ghost', 'recon', 'advanced', 'warfighter', '136']"
3.25,"[['uefa', 'champions', 'league', '2006', '2007'], ['uefa', 'champions', 'league', '2006', '2007'], ['uefa', 'champions', 'league', '2006', '2007', '413'], ['uefa', 'champions', 'league', '2006', '2007'], ['uefa', 'champions', 'league', '2006', '2007'], ['uefa', 'champions', 'league', '2006', '2007', '486']]",[5.  4.  2.  4.5 3.  1. ],234,3.5,"['https://www.huuto.net/kohteet/ps2-uefa-champions-league-2006---2007/521878380', 'https://www.huuto.net/kohteet/ps2-uefa-champions-league-2006-2007/525200073', 'https://www.huuto.net/kohteet/uefa-champions-league-2006-2007---cib---ps2-413/525459406', 'https://www.huuto.net/kohteet/ps2-uefa-champions-league-2006-2007/521948271', 'https://www.huuto.net/kohteet/uefa-champions-league-2006-2007-ps2-suomijulkaisu/523663123', 'https://www.huuto.net/kohteet/uefa-champions-league-2006-2007---cib---ps2-486/526372379']",6,"['uefa', 'champions', 'league', '2006', '2007', '413', '486']"
8.1,"[['crash', 'titans'], ['crash', 'titans', '389'], ['crash', 'titans'], ['crash', 'titans'], ['crash', 'titans'], ['crash', 'titans'], ['crash', 'titans'], ['crash', 'titans'], ['crash', 'titans'], ['crash', 'titans'], ['crash', 'titans']]",[ 6.5  8.  16.  10.5  6.  15.   6.6  3.  10.   5.5  2. ],235,6.6,"['https://www.huuto.net/kohteet/crash-of-the-titans---ps2/522170862', 'https://www.huuto.net/kohteet/crash-of-the-titans---cib---ps2-389/523963674', 'https://www.huuto.net/kohteet/crash-of-the-titans-ps2-puhumme-suomea/524976551', 'https://www.huuto.net/kohteet/ps2-crash-of-the-titans/526258293', 'https://www.huuto.net/kohteet/crash-of-the-titans/526271595', 'https://www.huuto.net/kohteet/crash-of-the-titans-ps2/525728556', 'https://www.huuto.net/kohteet/crash-of-the-titans-ps2/525791485', 'https://www.huuto.net/kohteet/crash-of-the-titans/526317006', 'https://www.huuto.net/kohteet/crash-of-the-titans-ps2-suomi/526068509', 'https://www.huuto.net/kohteet/crash-of-the-titans-ps2/524368198', 'https://www.huuto.net/kohteet/ps2-crash-of-the-titans/526194306']",11,"['crash', 'titans', '389']"
3.2714285714285714,"[['dance', 'party', 'pop', 'hits'], ['dance', 'party', 'pop', 'hits'], ['dance', 'party', 'pop', 'hits'], ['dance', 'party', 'pop', 'hits'], ['dance', 'party', 'pop', 'hits'], ['singsta', 'pop', 'hits'], ['dance', 'party', 'pop', 'hits']]",[2.35 2.35 2.35 2.35 5.   4.5  4.  ],236,2.35,"['https://www.huuto.net/kohteet/dance-party-pop-hits-ps2-ale--40/521058993', 'https://www.huuto.net/kohteet/dance-party-pop-hits-ps2-ale--40/521059290', 'https://www.huuto.net/kohteet/dance-party-pop-hits-ps2-ale--40/521059504', 'https://www.huuto.net/kohteet/dance-party-pop-hits-ps2-ale--40/524577277', 'https://www.huuto.net/kohteet/ps2-dance-party---pop-hits/525337720', 'https://www.huuto.net/kohteet/ps2-singsta---pop-hits-uudenveroinen/525435010', 'https://www.huuto.net/kohteet/ps2-dance-party---pop-hits/526199365']",7,"['dance', 'party', 'pop', 'hits', 'singsta']"
6.0200000000000005,"[['seek', 'and', 'destroy', '7437'], ['seek', 'and', 'destroy'], ['seek', 'and', 'destroy'], ['seek', 'and', 'destroy'], ['seek', 'and', 'destroy']]",[ 5.  12.9  2.8  4.5  4.9],237,4.9,"['https://www.huuto.net/kohteet/seek-and-destroy--ps2--7437/522798659', 'https://www.huuto.net/kohteet/ps2--seek-and-destroy--uudenveroinen-/524504314', 'https://www.huuto.net/kohteet/seek-and-destroy-ps2/525807044', 'https://www.huuto.net/kohteet/ps2-seek-and-destroy/525199055', 'https://www.huuto.net/kohteet/ps2-peli-seek-and-destroy/525826193']",5,"['seek', 'and', 'destroy', '7437']"
8.828571428571427,"[['dragon', 'ball', 'z', 'budokai', 'tenkaichi'], ['dragon', 'ball', 'z', 'budokai', 'tenkaichi'], ['dragon', 'ball', 'z', 'budokai', 'tenkaichi', 'promo'], ['dragon', 'ball', 'z', 'budokai', 'tenkaichi'], ['dragon', 'ball', 'z', 'budokai', 'tenkaichi'], ['dragon', 'ball', 'z', 'budokai', 'tenkaichi'], ['dragon', 'ball', 'z', 'budokai', 'tenkaichi']]",[ 7.   8.  17.   8.   8.  12.   1.8],238,8.0,"['https://www.huuto.net/kohteet/ps2-sis-ohjeet-dragon-ball-z-budokai-tenkaichi/524070221', 'https://www.huuto.net/kohteet/dragon-ball-z---budokai-tenkaichi-ps2/524707415', 'https://www.huuto.net/kohteet/dragon-ball-z-budokai-tenkaichi-ps2---promo/523708841', 'https://www.huuto.net/kohteet/dragon-ball-z---budokai-tenkaichi-ps2/520158620', 'https://www.huuto.net/kohteet/dragon-ball-z---budokai-tenkaichi-ps2/524266543', 'https://www.huuto.net/kohteet/ps2-sis-ohjeet-dragon-ball-z-budokai-tenkaichi/523910761', 'https://www.huuto.net/kohteet/dragon-ball-z-budokai-tenkaichi-ps2/525714719']",7,"['dragon', 'ball', 'z', 'budokai', 'tenkaichi', 'promo']"
2.6100000000000003,"[['smash', 'court', 'tennis', 'pro', 'tournament'], ['smash', 'court', 'tennis', 'pro', 'tournament'], ['smash', 'court', 'tennis', 'pro', 'tournament'], ['smash', 'court', 'tennis', 'pro', 'tournament'], ['smash', 'court', 'tennis', 'pro', 'tournament', '2']]",[2.35 2.35 2.35 3.   3.  ],239,2.35,"['https://www.huuto.net/kohteet/smash-court-tennis-pro-tournament-ps2-ale--40/521607229', 'https://www.huuto.net/kohteet/smash-court-tennis-pro-tournament-ps2-ale--40/521607194', 'https://www.huuto.net/kohteet/smash-court-tennis-pro-tournament-ps2-ale--40/521607167', 'https://www.huuto.net/kohteet/smash-court-tennis-pro-tournament-ps2-peli/524387067', 'https://www.huuto.net/kohteet/smash-court-tennis-pro-tournament-2/525734998']",5,"['smash', 'court', 'tennis', 'pro', 'tournament', '2']"
4.95,"[['go', 'go', 'golf', '25', '188', 'k', 'three', '18', 'hole', 'courses']]",[4.95],240,4.95,['https://www.huuto.net/kohteet/go-go-golf25188kps2three-18-hole-courses/524600225'],1,"['go', 'golf', '25', '188', 'k', 'three', '18', 'hole', 'courses']"
3.4,"[['guitar', 'hero', 'aerosmith', '8211'], ['guitar', 'hero', 'aerosmith'], ['guitar', 'hero', 'aerosmith'], ['guitar', 'hero', 'aerosmith'], ['guitar', 'hero', 'aerosmith'], ['guitar', 'hero', 'aerosmith'], ['guitar', 'hero', 'aerosmith'], ['guitar', 'hero', 'aerosmith'], ['guitar', 'hero', 'aerosmith']]",[5.   4.5  2.   1.5  5.   4.8  1.9  2.95 2.95],241,2.95,"['https://www.huuto.net/kohteet/guitar-hero-aerosmith--ps2--8211/521244406', 'https://www.huuto.net/kohteet/ps2-guitar-hero---aerosmith/522626150', 'https://www.huuto.net/kohteet/guitar-hero-aerosmith-ps2/523869481', 'https://www.huuto.net/kohteet/ps2-guitar-hero-aerosmith/526258451', 'https://www.huuto.net/kohteet/ps2-guitar-hero---aerosmith/521878740', 'https://www.huuto.net/kohteet/guitar-hero-aerosmith-ps2/525558574', 'https://www.huuto.net/kohteet/guitar-hero-aerosmith-ps2/522704802', 'https://www.huuto.net/kohteet/guitar-hero-aerosmith-ps2-uusi-ale--40/525387059', 'https://www.huuto.net/kohteet/guitar-hero-aerosmith-ps2-uusi-ale--40/525387059']",9,"['guitar', 'hero', 'aerosmith', '8211']"
6.216666666666666,"[['mx', 'world', 'tour'], ['mx', 'world', 'tour'], ['mx', 'world', 'tour'], ['mx', 'world', 'tour', '9482'], ['mx', 'world', 'tour'], ['mx', 'world', 'tour']]",[9.  8.  8.  3.5 3.8 5. ],242,6.5,"['https://www.huuto.net/kohteet/mx-world-tour-ps2/524420156', 'https://www.huuto.net/kohteet/mx-world-tour-ps2/525265046', 'https://www.huuto.net/kohteet/mx-world-tour-ps2/523506805', 'https://www.huuto.net/kohteet/mx-world-tour--ps2--9482/521149675', 'https://www.huuto.net/kohteet/mx-world-tour-ps2/525608077', 'https://www.huuto.net/kohteet/ps2-mx-world-tour-uudenveroinen/521878627']",6,"['mx', 'world', 'tour', '9482']"
8.9,"[['worms', '3d'], ['worms', '3d'], ['worms', '3d'], ['worms', '3d'], ['worms', '3d'], ['worms', '3d'], ['worms', '3d'], ['worms', '3d'], ['worms', '3d'], ['worms', '3d', '487']]",[10. 10. 10. 10. 10. 10.  8.  6. 10.  5.],243,10.0,"['https://www.huuto.net/kohteet/worms-3d-ps2/524267311', 'https://www.huuto.net/kohteet/worms-3d-ps2/522576525', 'https://www.huuto.net/kohteet/worms-3d-ps2/525214333', 'https://www.huuto.net/kohteet/worms-3d-ps2/521292269', 'https://www.huuto.net/kohteet/worms-3d-ps2/521797566', 'https://www.huuto.net/kohteet/ps2-worms-3d/526174588', 'https://www.huuto.net/kohteet/worms-3d/524854684', 'https://www.huuto.net/kohteet/worms-3d-ps2/526235700', 'https://www.huuto.net/kohteet/worms-3d--ps2/525905918', 'https://www.huuto.net/kohteet/worms-3d---cib---ps2-487/526372382']",10,"['worms', '3d', '487']"
5.975,"[['play', 'station', '2', 'pelilevy', 'nro', '41'], ['monster', 'trux', 'arenas', 'special', 'edition', '41', '872', 'k']]",[5.   6.95],244,5.975,"['https://www.huuto.net/kohteet/play-station-2-pelilevy---nro-41/523671814', 'https://www.huuto.net/kohteet/monster-trux-arenas-special-edition41872kps2/525576701']",2,"['play', 'station', '2', 'pelilevy', 'nro', '41', 'monster', 'trux', 'arenas', 'special', 'edition', '872', 'k']"
2.8,"[['fifa', 'football', '2004', '11333'], ['madden', '2004'], ['fifa', 'football', '2004', 'playstation', '2'], ['fifa', '2004'], ['fifa', 'football', '2004'], ['fifa', 'football', '2004'], ['fifa', 'football', '2004', '27']]",[3.   5.   5.   3.   1.95 1.15 0.5 ],245,3.0,"['https://www.huuto.net/kohteet/fifa-football-2004-----ps2--11333/524584270', 'https://www.huuto.net/kohteet/ps2-madden-2004/524759838', 'https://www.huuto.net/kohteet/fifa-football-2004-playstation-2/520454852', 'https://www.huuto.net/kohteet/fifa-2004-ps2/524947533', 'https://www.huuto.net/kohteet/fifa-football-2004-ps2--40/522134979', 'https://www.huuto.net/kohteet/fifa-football-2004-ps2--40/525327300', 'https://www.huuto.net/kohteet/fifa-football-2004---cib---ps2-27/521134016']",7,"['fifa', 'football', '2004', '11333', 'madden', 'playstation', '2', '27']"
15.5,"[['def', 'jam', 'fight', 'ny'], ['def', 'jam', 'fight', 'ny', '338'], ['def', 'jam', 'fight', 'ny'], ['def', 'jam', 'fight', 'ny', 'suomiversio']]",[14. 13. 20. 15.],246,14.5,"['https://www.huuto.net/kohteet/def-jam-fight-for-ny---ps2/525539829', 'https://www.huuto.net/kohteet/def-jam-fight-for-ny---ps2-338/522756413', 'https://www.huuto.net/kohteet/def-jam-fight-for-ny-ps2/525622384', 'https://www.huuto.net/kohteet/def-jam-fight-for-nysuomiversio--ps2/522917236']",4,"['def', 'jam', 'fight', 'ny', '338', 'suomiversio']"
6.5,"[['codename', 'kids', 'next', 'door', 'operation', 'v', 'i', 'd', 'e', 'o', 'g', 'm', 'e'], ['codename', 'kids', 'next', 'door', 'operation', 'v', 'i', 'd', 'e', 'o', 'g', 'm', 'e']]",[9. 4.],247,6.5,"['https://www.huuto.net/kohteet/ps2-codename-kids-next-door-operation-videogame/520730081', 'https://www.huuto.net/kohteet/ps2-codename-kids-next-door-operation-videogame/526377860']",2,"['codename', 'kids', 'next', 'door', 'operation', 'v', 'i', 'd', 'e', 'o', 'g', 'm']"
4.66,"[['tom', 'clancy', 's', 'splinter', 'cell', 'pandora', 'tomorrow', '11167'], ['tom', 'clancy', 's', 'splinter', 'cell', 'pandora', 'tomorrow', '467'], ['tom', 'clancy', 's', 'splinter', 'cell', 'pandora', 'tomorrow'], ['tom', 'clancy', 's', 'splinter', 'cell', 'pandora', 'tomorrow'], ['tom', 'clancy', 's', 'splinter', 'cell', 'pandora', 'tommorrow']]",[5.5 4.  5.  7.8 1. ],248,5.0,"['https://www.huuto.net/kohteet/tom-clancys-splinter-cell---pandora-tomorrow---ps2--11167/521333322', 'https://www.huuto.net/kohteet/tom-clancys-splinter-cell---pandora-tomorrow--ps2-467/524388318', 'https://www.huuto.net/kohteet/ps2-tom-clancys---splinter-cell---pandora-tomorrow-uudenv/522681712', 'https://www.huuto.net/kohteet/tom-clancys-splinter-cell-pandora-tomorrow-ps2/525684752', 'https://www.huuto.net/kohteet/tom-clancys-splinter-cell-pandora-tommorrow/526030821']",5,"['tom', 'clancy', 's', 'splinter', 'cell', 'pandora', 'tomorrow', '11167', '467', 'tommorrow']"
5.128571428571428,"[['wwii', 'battle', 'over', 'pacific'], ['wwii', 'battle', 'over', 'pacific'], ['wwii', 'battle', 'over', 'pacific'], ['wwii', 'battle', 'over', 'pacific'], ['wwii', 'battle', 'over', 'pacific'], ['wwii', 'battle', 'over', 'pacific'], ['wwii', 'battle', 'over', 'pacific', 'ps', '2']]",[8.  7.  5.5 4.9 7.  2.5 1. ],249,5.5,"['https://www.huuto.net/kohteet/wwii---battle-over-the-pacific-ps2/520517993', 'https://www.huuto.net/kohteet/wwii---battle-over-the-pacific-ps2/520622428', 'https://www.huuto.net/kohteet/ps2-wwii---battle-over-the-pacific-uudenveroinen/521878393', 'https://www.huuto.net/kohteet/wwii--battle-over-the-pacific-ps2-peli/521076682', 'https://www.huuto.net/kohteet/wwii---battle-over-the-pacific-ps2/523817120', 'https://www.huuto.net/kohteet/ps2-wwii-battle-over-the-pacific/525629771', 'https://www.huuto.net/kohteet/wwii-battle-over-pacific--ps-2/525690651']",7,"['wwii', 'battle', 'over', 'pacific', 'ps', '2']"
3.0,"[['ps', 'pro', 'evolution', 'soccer', '4']]",[3.],250,3.0,['https://www.huuto.net/kohteet/ps-pro-evolution-soccer-4/526006966'],1,"['ps', 'pro', 'evolution', 'soccer', '4']"
7.285714285714286,"[['star', 'wars', 'starfighter'], ['star', 'wars', 'starfighter'], ['star', 'wars', 'starfighter'], ['star', 'wars', 'starfighter'], ['star', 'wars', 'starfighter'], ['star', 'wars', 'starfighter'], ['star', 'wars', 'starfighter']]",[ 5.5 10.   3.  10.  10.   6.   6.5],251,6.5,"['https://www.huuto.net/kohteet/star-wars-starfighter---ps2/525130074', 'https://www.huuto.net/kohteet/star-wars---starfighter-ps2/520914636', 'https://www.huuto.net/kohteet/ps2star-wars-starfighter/523099452', 'https://www.huuto.net/kohteet/star-wars---starfighter-ps2/523822395', 'https://www.huuto.net/kohteet/star-wars---starfighter-ps2/524331045', 'https://www.huuto.net/kohteet/ps2-sis-ohjeet-star-wars-starfighter/524210167', 'https://www.huuto.net/kohteet/ps2---star-wars-starfighter/525998657']",7,"['star', 'wars', 'starfighter']"
5.0,"[['ps', '2', 'disney', 's', 'donald', 'duck', 'pk', 'pal']]",[5.],252,5.0,['https://www.huuto.net/kohteet/ps-2-disneys-donald-duck-pk-cib-pal-ei-hv/526244029'],1,"['ps', '2', 'disney', 's', 'donald', 'duck', 'pk', 'pal']"
8.34,"[['meet', 'robinsons'], ['meet', 'robinsons', 'playstation', '2'], ['meet', 'robinsons'], ['meet', 'robinsons'], ['meet', 'robinsons'], ['meet', 'robinsons'], ['meet', 'robinsons']]",[ 4.9  11.53  9.    9.95  8.    5.   10.  ],253,9.0,"['https://www.huuto.net/kohteet/ps2-sis-ohjeet-meet-the-robinsons/521777109', 'https://www.huuto.net/kohteet/meet-the-robinsons-playstation-2-ale/523489635', 'https://www.huuto.net/kohteet/meet-the-robinsons-ps2/524710929', 'https://www.huuto.net/kohteet/uusi-ps2-meet-the-robinsons/523942161', 'https://www.huuto.net/kohteet/meet-the-robinsons-ps2/526026533', 'https://www.huuto.net/kohteet/ps2-meet-the-robinsons/525825453', 'https://www.huuto.net/kohteet/meet-the-robinsons-ps2/522430745']",7,"['meet', 'robinsons', 'playstation', '2']"
7.375,"[['buzz', 'sporttivisa'], ['buzz', 'sporttivisa'], ['buzz', 'sporttivisa'], ['buzz', 'sporttivisa'], ['buzz', 'sporttivisa'], ['ps', '2', 'buzz', 'sporttivisa', 'pal'], ['buzz', 'sporttivisa'], ['buzz', 'sporttivisa']]",[12.  10.   6.5  8.  10.   4.   2.   6.5],254,7.25,"['https://www.huuto.net/kohteet/uusi-ps2-buzz-sporttivisa/522795114', 'https://www.huuto.net/kohteet/buzz---sporttivisa-ps2-puhumme-suomea/524266701', 'https://www.huuto.net/kohteet/ps2-buzz-sporttivisa-cib/525045290', 'https://www.huuto.net/kohteet/ps2-buzz-sporttivisa-cib/525633693', 'https://www.huuto.net/kohteet/buzz---sporttivisa-ps2-puhumme-suomea/524829412', 'https://www.huuto.net/kohteet/ps-2-buzz-sporttivisa-cib-pal-ei-hv/526073514', 'https://www.huuto.net/kohteet/ps2-buzz-sporttivisa/525793429', 'https://www.huuto.net/kohteet/buzz--sporttivisa--ps2-/524959618']",8,"['buzz', 'sporttivisa', 'ps', '2', 'pal']"
5.40625,"[['singstar', 'rocks'], ['singstar', 'rocks'], ['singstar', 'rocks'], ['singstar', 'rocks'], ['singstar', 'rocks'], ['singstar', 'rocks'], ['singstar', 'rocks'], ['singstar', 'rocks']]",[6.   5.5  5.35 5.95 5.95 4.   5.5  5.  ],255,5.5,"['https://www.huuto.net/kohteet/singstar-rocks/525525661', 'https://www.huuto.net/kohteet/ps2-singstar---rocks--uudenveroinen/525435902', 'https://www.huuto.net/kohteet/singstar-rocks-ps2--40/523743839', 'https://www.huuto.net/kohteet/singstar-rocks-ps2--40/523743741', 'https://www.huuto.net/kohteet/singstar-rocks-ps2--40/523743322', 'https://www.huuto.net/kohteet/singstar-rocks--ps2-/526146210', 'https://www.huuto.net/kohteet/ps2-singstar-rocks/521550432', 'https://www.huuto.net/kohteet/ps2-singstar---rocks/524795566']",8,"['singstar', 'rocks']"
2.5,"[['espn', 'nhl', 'hockey', 'playstation', '2'], ['espn', 'nhl', 'hockey', 'ps', '2'], ['ps', '2', 'espn', 'nhl', 'hockey', 'pal'], ['espn', 'nhl', 'hockey']]",[5. 1. 3. 1.],256,2.0,"['https://www.huuto.net/kohteet/espn-nhl-hockey-playstation-2/523841024', 'https://www.huuto.net/kohteet/espn-nhl-hockey--ps-2/525690676', 'https://www.huuto.net/kohteet/ps-2-espn-nhl-hockey-cib-pal-ei-hv/525681405', 'https://www.huuto.net/kohteet/espn-nhl-hockey-ps2/525613459']",4,"['espn', 'nhl', 'hockey', 'playstation', '2', 'ps', 'pal']"
40.300000000000004,"[['atelier', 'iris', '2', 'azoth', 'destiny'], ['atelier', 'iris', '2', 'azoth', 'destiny', 'pal'], ['atelier', 'iris', '2', 'azoth', 'destiny']]",[25.  59.9 36. ],257,36.0,"['https://www.huuto.net/kohteet/ps2-atelier-iris-2-the-azoth-of-destiny/525780884', 'https://www.huuto.net/kohteet/atelier-iris-2-the-azoth-of-destiny-ps2-pal-cib/526292233', 'https://www.huuto.net/kohteet/atelier-iris-2-the-azoth-of-destiny-ps2/523387807']",3,"['atelier', 'iris', '2', 'azoth', 'destiny', 'pal']"
7.0280000000000005,"[['secret', 'weapons', 'over', 'normandy'], ['secret', 'weapons', 'over', 'normandy'], ['secret', 'weapons', 'over', 'normandy'], ['secret', 'weapons', 'over', 'normandy', 'playstation', '2'], ['secret', 'weapons', 'over', 'normandy', '10681']]",[8.   8.   8.   4.64 6.5 ],258,8.0,"['https://www.huuto.net/kohteet/secret-weapons-over-normandy-ps2/521824033', 'https://www.huuto.net/kohteet/secret-weapons-over-normandy-ps2/524313773', 'https://www.huuto.net/kohteet/secret-weapons-over-normandy-ps2/524270580', 'https://www.huuto.net/kohteet/secret-weapons-over-normandy---peli--playstation-2-/525316890', 'https://www.huuto.net/kohteet/secret-weapons-over-normandy----ps2--10681/525270981']",5,"['secret', 'weapons', 'over', 'normandy', 'playstation', '2', '10681']"
6.666666666666667,"[['casper', 'and', 'ghostly', 'trio'], ['casper', 'and', 'ghostly', 'trio'], ['casper', 'and', 'ghostly', 'trio'], ['casper', 'and', 'ghostly', 'trio'], ['casper', 'and', 'ghostly', 'trio'], ['casper', 'and', 'ghostly', 'trio']]",[ 5.  7.  8.  7. 10.  3.],259,7.0,"['https://www.huuto.net/kohteet/casper-and-the-ghostly-trio-ps2/522142648', 'https://www.huuto.net/kohteet/casper-and-the-ghostly-trio-ps2/525049225', 'https://www.huuto.net/kohteet/casper-and-the-ghostly-trio-ps2-suomijulkaisu/524664986', 'https://www.huuto.net/kohteet/casper-and-the-ghostly-trio-ps2/524216995', 'https://www.huuto.net/kohteet/casper-and-the-ghostly-trio-ps2/526213624', 'https://www.huuto.net/kohteet/casper-and-the-ghostly-trio-ps2/526260279']",6,"['casper', 'and', 'ghostly', 'trio']"
